id_deputado,nome_completo,sexo,uf,partido_atual,profissao,eleicao_ocupacao,eleicao_grau_instrucao,eleicao_partido,situacao,data_nascimento,data_falecimento,ano_inicio,data_saida,soma_documento,soma_glosa,soma_liquido
74155,Leonardo Mattos,,MG,PV,436,,,,,,,2003,,0.00,0.00,0.00
74156,José Leonardo Costa Monteiro,M,MG,PT,199,26,Superior completo,PT,E,1951-10-09,,2003,,1382075.36,14448.51,1367626.85
74157,Marcello Siqueira,,MG,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74158,Mário Lúcio Heringer,M,MG,PDT,196,26,Superior completo,PDT,E,1954-09-30,,2003,,699178.17,5546.61,693631.56
74159,Odair José Da Cunha,M,MG,PT,199,26,Superior completo,PT,E,1976-06-18,,2003,,1389213.41,30768.60,1355394.04
74160,Patrus Ananias,,MG,PT,436,,,,,,,2003,,0.00,0.00,0.00
74161,Reginaldo Lázaro De Oliveira Lopes,M,MG,PT,45,26,Superior completo,PT,E,1973-04-02,,2003,,1218342.95,18741.50,1197041.23
74162,Iriny Nicolau Corres Lopes,F,ES,PT,245,26,Ensino médio completo,PT,E,1956-02-12,,2003,,1022168.19,30210.71,991957.48
74163,Carlos Humberto Mannato,M,ES,SDD,196,26,Superior completo,PDT,E,1957-08-07,,2003,2013-10-02,1478659.47,26688.12,1442480.66
74164,Marcelino Fraga,,ES,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74165,Neucimar Ferreira Fraga,M,ES,PR,16,,,,V,1966-06-26,,2003,,0.00,0.00,0.00
74166,Renato Casagrande,,ES,PSB,436,,,,,,,2003,,0.00,0.00,0.00
74167,Almir Moura,,RJ,PL,436,,,,,,,2003,,0.00,0.00,0.00
74168,André Luiz,,RJ,PMDB,436,245,Ensino médio completo,DEM,,1956-11-06,,2003,,0.00,0.00,0.00
74169,Bernardo Ramos Ariston,M,RJ,PMDB,233,26,Superior completo,PMDB,E,1969-09-25,,2003,,681629.42,2904.08,678725.34
74170,João Mendes De Jesus,,RJ,PDT,436,,,,,,,2003,,0.00,0.00,0.00
74171,Francisco Rodrigues De Alencar Filho,M,RJ,PSOL,397,26,Superior completo,PSOL,E,1949-10-19,,2003,,904889.44,1486.57,903402.87
74172,Wanderley Alves De Oliveira,M,RJ,PTB,235,26,Superior completo,PSC,E,1959-08-28,,2003,2013-10-07,1069666.42,12056.87,1057609.55
74173,Eduardo Cosentino Da Cunha,M,RJ,PMDB,45,26,Superior completo,PMDB,E,1958-09-29,,2003,,1436147.86,33541.41,1402299.30
74174,Elaine Costa,,RJ,PTB,436,245,Ensino médio completo,DEM,,1956-11-06,,2003,,0.00,0.00,0.00
74175,José Divino,,RJ,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74176,Josias Quintal,,RJ,PSB,436,,,,,,,2003,,0.00,0.00,0.00
74177,Marinha Célia Rocha Raupp De Matos,F,RO,PMDB,261,207,Superior completo,PMDB,E,1960-11-23,,1995,,1487230.49,2328.13,1404040.36
74181,Chicão Brígido,,AC,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74184,Ronivon Santiago,,AC,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74185,Zila Bezerra,,,,436,,,,,,,1995,,0.00,0.00,0.00
74186,Antonio Jorge Godinho,,TO,PFL,436,189,Superior completo,PTB,,1951-09-09,,1995,,0.00,0.00,0.00
74187,Darci Coelho,,TO,PFL,436,199,Superior completo,PT,,1940-01-17,,1991,,0.00,0.00,0.00
74188,Dolores Nunes,,,PP,436,,,,,,,1995,,0.00,0.00,0.00
74189,José Dos Santos Freire Júnior,M,TO,PSDB,0,,,,S,1955-08-13,,1991,,102886.80,2457.07,100429.73
74190,João Ribeiro,,TO,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74191,Osvaldo De Souza Reis,M,TO,PMDB,399,26,Ensino médio completo,PMDB,E,1936-12-30,,1991,,896771.74,4238.61,888431.45
74192,Paulo Sardinha Mourão,,TO,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74193,Udson Bandeira,,,,436,,,,,,,1995,,0.00,0.00,0.00
74194,Antonio Joaquim,,MA,PP,436,,,,,,,1995,,0.00,0.00,0.00
74195,Carlos César Branco Bandeira,,MA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74196,Davi Alves Silva,,,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74197,Domingos Francisco Dutra Filho,M,MA,SDD,199,26,Superior completo,PT,E,1956-03-20,,1995,2013-10-08,1394118.90,3225.66,1390893.24
74198,Eliseu Moura,,MA,PPB,436,,,,,,,1995,,0.00,0.00,0.00
74199,Francisco Coelho,,MA,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74200,Gastão Dias Vieira,M,MA,PMDB,199,26,Superior completo,PMDB,L,1946-06-15,,1995,,522522.23,3426.94,519095.29
74207,Pedro Novais Lima,M,MA,PMDB,199,26,Superior completo,PMDB,E,1930-07-07,,1991,,1246887.43,8142.81,1238744.62
74208,Remi Trinta,,MA,PST,436,,,,,,,1995,,0.00,0.00,0.00
74209,Roberto Coelho Rocha,M,MA,PSDB,40,,,,E,1965-08-04,,1995,,651564.90,22642.19,628922.71
74210,José Sarney Filho,M,MA,PV,199,26,Superior completo,PV,E,1957-06-14,,1991,,1582702.36,22270.15,1551032.21
74211,Sebastiao Torres Madeira,M,MA,PSDB,196,,,,V,1949-12-29,,1995,,0.61,0.00,0.61
74212,Aníbal Ferreira Gomes,M,CE,PMDB,41,26,Superior completo,PMDB,E,1953-06-07,,1995,,1595858.09,9524.51,1574153.58
74213,Antonio Balhmann Cardoso Nunes Filho,M,CE,PROS,363,398,Superior completo,PSB,E,1949-08-22,,1995,2013-10-03,989050.11,5201.18,977948.93
74215,Dercio Knop,,,,436,,,,,,,,,0.00,0.00,0.00
74216,Raimundo Gomes De Matos,M,CE,PSDB,196,196,Superior completo,PSDB,E,1951-03-30,,1995,,1763061.60,20638.27,1739533.31
74217,Arlindo Vargas,,,PTB,436,,,,,,,1995,,0.00,0.00,0.00
74218,Walter De Freitas Pinheiro,M,BA,PT,355,,,,E,1959-05-25,,1995,,170000.49,670.53,169329.96
74221,Ronaldo Santos,,RJ,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74222,Asdrúbal Mendes Bentes,M,PA,PMDB,250,26,Superior completo,PMDB,E,1939-07-27,,1995,,1108212.23,3490.73,1104721.50
74225,José Guimarães Neiva Moreira,,MA,PDT,436,,,,,,,1991,,0.00,0.00,0.00
74226,Geraldo Pastana,,,PT,436,,,,,,,1995,,0.00,0.00,0.00
74230,Colbert Martins Da Silva Filho,M,BA,PMDB,196,26,Superior completo,PMDB,E,1952-10-02,,1995,,619841.11,1030.29,618810.82
74233,Vanio Dos Santos,,,,436,222,Superior completo,PT,,1961-04-27,,1995,,0.00,0.00,0.00
74235,Marcus Antonio Vicente,,ES,PSDB,436,199,Superior completo,PP,,1954-04-28,,1995,,0.00,0.00,0.00
74237,Raimundo Colombo,,SC,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74238,Moacir Micheletto,M,PR,PMDB,30,26,Superior completo,PMDB,V,1942-11-25,2012-01-30,1991,,907424.62,6342.76,901081.86
74240,João Tota,,AC,PPB,436,,,,,,,1991,,0.00,0.00,0.00
74243,Nelson Harter,,RS,PMDB,436,199,Superior completo,PPS,,1955-06-05,,1995,,0.00,0.00,0.00
74245,Marcos Vinicius De Campos,,SP,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74248,Ana Catarina Lyra Alves,,RN,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74252,Juíza Denise Frossard,,RJ,PSDB,436,,,,,,,2003,,0.00,0.00,0.00
74253,Julio Luiz Baptista Lopes,M,RJ,PP,295,44,Superior completo,PP,L,1959-04-06,,2003,,813.37,0.00,813.37
74254,Leonardo Carneiro Monteiro Picciani,M,RJ,PMDB,404,26,Superior completo,PMDB,E,1979-11-06,,2003,,628586.59,1881.84,626704.75
74255,Maria Lucia,,RJ,PMDB,436,258,Superior completo,PSB,,1961-11-20,,2003,,0.00,0.00,0.00
74256,Reinaldo Betão,,RJ,PL,436,,,,,,,2003,,0.00,0.00,0.00
74257,Renato Cozzolino Sobrinho,M,RJ,PDT,368,90,Superior completo,PR,E,1956-01-28,,2003,,21840.38,0.00,21840.38
74258,Sandro Matos Pereira,M,RJ,PR,399,,,,V,1970-04-22,,2003,,0.00,0.00,0.00
74259,Vieira Reis,,RJ,PMR,436,,,,,,,2003,,0.00,0.00,0.00
74260,Amauri Robledo Gasques,,SP,PRONA,436,,,,,,,2003,,0.00,0.00,0.00
74261,Bispo João Batista,,SP,PFL,436,,,,,,,2003,,0.00,0.00,0.00
74262,Carlos Henrique Focesi Sampaio,M,SP,PSDB,243,26,Superior completo,PSDB,E,1963-03-31,,2003,,928004.12,14308.25,913313.99
74263,Cláudio Magrão De Camargo Cre,M,SP,PPS,1,,,,S,1951-07-06,,2003,,0.00,0.00,0.00
74264,Devanir Ribeiro,M,SP,PT,328,366,Ensino fundamental completo,PT,E,1944-02-02,,2003,,1376118.77,25347.69,1350132.08
74265,Dimas Eduardo Ramalho,M,SP,PPS,392,26,Superior completo,PPS,V,1954-08-13,,2003,,624583.80,2956.81,621626.99
74266,Durval Orlato,,SP,PT,436,397,Superior completo,PT,,1964-04-21,,2003,,0.00,0.00,0.00
74267,Edna Macedo,,SP,PTB,436,145,Ensino médio completo,PT,,1952-06-11,,2003,,0.00,0.00,0.00
74268,Elimar Máximo Damasceno,,SP,PRONA,436,,,,,,,2003,,0.00,0.00,0.00
74269,Enéas Ferreira Carneiro,M,SP,PR,196,,,,V,1938-11-05,2007-05-06,2003,,0.00,0.00,0.00
74270,Gilberto Nascimento,,SP,PMDB,436,178,Ensino fundamental completo,PDT,,1968-01-27,,2003,,0.00,0.00,0.00
74271,Ildeu Araujo,,SP,S.PART.,436,,,,,,,2003,,0.00,0.00,0.00
74272,Jamil Murad,,SP,PCDOB,436,228,Superior completo,PSB,,1960-11-16,,2003,,0.00,0.00,0.00
74273,Jefferson Alves De Campos,M,SP,PSD,141,26,Superior completo,PSB,E,1964-10-26,,2003,2011-11-01,1553486.99,26670.62,1469165.75
74274,José Eduardo Martins Cardozo,M,SP,PT,199,,,,L,1959-04-18,,2003,,462225.51,8086.28,454139.23
74275,José Mentor Guilherme De Mello Netto,M,SP,PT,199,199,Superior completo,PT,E,1948-09-30,,2003,,1230766.47,10619.08,1196697.87
74276,Jovino Cândido,,SP,PV,436,245,Superior completo,PT,,1978-04-26,,2003,,0.00,0.00,0.00
74277,Antonio Adolpho Lobbe Neto,M,SP,PSDB,169,26,Superior completo,PSDB,E,1957-06-18,,2003,,574081.85,2524.89,571556.96
74278,Francisco Marcelo Ortiz Filho,M,SP,PV,199,199,Superior completo,PV,E,1934-12-26,,2003,,549838.06,13543.26,536294.80
74279,Marcos Abraão,,SP,PFL,436,228,Superior completo,PSB,,1960-11-16,,2003,,0.00,0.00,0.00
74280,Professor Irapuan Teixeira,,SP,PRONA,436,,,,,,,2003,,0.00,0.00,0.00
74281,Roberto Gouveia,,SP,PT,436,160,Ensino médio completo,PMDB,,1952-03-01,,2003,,0.00,0.00,0.00
74282,Vanderlei Assis,,SP,PRONA,436,,,,,,,2003,,0.00,0.00,0.00
74283,Vicente Paulo Da Silva,M,SP,PT,346,26,Superior completo,PT,E,1956-04-08,,2003,,1212927.50,28431.06,1182188.54
74284,Walter Meyer Feldman,M,SP,PSB,196,26,Superior completo,PSDB,E,1954-01-29,,2003,2013-10-08,529645.32,6386.07,515259.25
74285,Carlos Augusto Abicalil,M,MT,PT,419,,,,E,1962-01-23,,2003,,459717.13,2901.36,456815.77
74286,Thelma Pimentel Figueiredo De Oliveira,F,MT,PSDB,54,,,,E,1957-10-30,,2003,,516949.19,1389.08,515560.11
74287,José Roberto Arruda,,DF,PFL,436,,,,,1964-10-08,,2003,,0.00,0.00,0.00
74288,Maninha,,DF,PT,436,228,Ensino médio completo,PTB,,1954-12-30,,2003,,0.00,0.00,0.00
74289,José Fuscaldi Cesilio,M,GO,PTB,160,,,,E,1940-09-28,,2003,,542745.84,642.94,542102.90
74290,Carlos Alberto Leréia Da Silva,M,GO,PSDB,372,26,Ensino fundamental completo,PSDB,E,1961-06-19,,2003,,1211411.85,9286.99,1202124.86
74291,José Arnon Cruz Bezerra De Menezes,M,CE,PTB,196,196,Superior completo,PTB,E,1951-08-13,,1995,,1792552.29,14679.54,1777872.75
74294,Gonzaga Mota,,CE,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74295,Inácio Francisco De Assis Nunes Arruda,,CE,PCDOB,436,,,,,,,1995,,0.00,0.00,0.00
74297,José Linhares Ponte,M,CE,PP,316,397,Superior completo,PP,E,1930-10-21,,1991,,1394169.80,1889.77,1389143.99
74298,José Barroso Pimentel,M,CE,PT,383,,,,E,1953-10-16,,1995,,265650.40,1894.34,263756.06
74299,Leonidas Cristino,,CE,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74300,Antonio Marcelo Teixeira Sousa,M,CE,PR,120,26,Superior completo,PR,E,1957-04-06,,1995,2007-03-12,668207.49,14114.63,654092.86
74301,Nelson Otoch,,CE,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74303,Pimentel Gomes,,,,436,,,,,,,1995,,0.00,0.00,0.00
74304,Pinheiro Landim,,CE,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74305,Roberto Pessoa E Outros,,CE,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74306,Rommel Feijo,,CE,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74307,Ubiratan Aguiar,,,,436,,,,,,,1991,,0.00,0.00,0.00
74308,Vicente Ferreira De Arruda Coelho,M,CE,PROS,430,199,Superior completo,PR,E,1929-05-17,,1995,2013-10-04,1533149.75,3353.37,1529796.38
74309,José Gerardo Oliveira De Arruda Filho,M,CE,PMDB,399,26,Ensino médio completo,PMDB,E,1959-04-30,,1995,,801977.95,3570.87,798407.08
74310,Alberto Tavares Silva,M,PI,PMDB,286,,,,V,1918-11-10,2009-09-28,1995,,128061.42,2439.85,125621.57
74312,Benedito De Carvalho Sá,M,PI,PSB,196,,,,V,1946-12-27,,1991,,1144.04,0.00,1144.04
74313,Ciro Nogueira Lima Filho,M,PI,PP,225,,,,E,1968-11-21,,1991,,702064.40,20317.93,681746.47
74315,Heráclito De Sousa Fortes,,PI,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74316,João Henrique,,,,436,,,,,,,1991,,0.00,0.00,0.00
74317,Júlio César De Carvalho Lima,M,PI,PSD,313,26,Superior completo,DEM,E,1948-08-25,,1995,2011-10-26,1581362.48,40420.34,1532289.03
74318,Mussa De Jesus Demes,M,PI,DEM,180,,,,V,1939-12-08,2008-11-05,1991,2007-04-23,0.00,0.00,0.00
74319,José Francisco Paes Landim,M,PI,PTB,358,199,Superior completo,PTB,E,1937-03-23,,1991,,1679230.06,23889.40,1606309.66
74321,Carlos Alberto De Sousa Rosado,M,RN,PP,278,26,Superior completo,DEM,E,1948-12-23,,1995,2013-09-26,925427.23,1635.13,911692.10
74324,Henrique Eduardo Lyra Alves,M,RN,PMDB,99,26,Superior completo,PMDB,E,1948-12-09,,1991,,1404510.93,28840.26,1375631.35
74325,Ibere Ferreira,,RN,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74326,Laire Rosado,,RN,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74327,Ney Lopes De Souza,,RN,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74328,Adauto Pereira,,,,436,,,,,,,1991,,0.00,0.00,0.00
74329,Mário Assad Júnior,,,,436,,,,,,,1999,,0.00,0.00,0.00
74333,Márcio Matos,,PR,PT,436,314,Superior completo,PSC,,1957-05-01,,1995,,0.00,0.00,0.00
74335,Edson Menezes Da Silva,,,PCDOB,436,,,,,,,1995,,0.00,0.00,0.00
74337,Milton João Soares Barbosa,M,BA,PSC,205,5,Superior incompleto,PSC,S,1954-12-28,,1991,,128399.53,1913.90,126485.63
74338,Jamil Haddad,,RJ,PSB,436,,,,,,,1991,,0.00,0.00,0.00
74339,Luiz Salomão,,,,436,,,,,,,1991,,0.00,0.00,0.00
74340,Airton Antonio Soligo,,RR,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74341,Almir Morais Sá,M,RR,PR,225,199,Superior completo,PR,E,1953-09-30,,1999,,155296.91,2.75,155294.16
74342,Badu Picanço,,AP,PL,436,,,,,,,1999,,0.00,0.00,0.00
74343,Dr. Benedito Dias,,AP,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74344,Eduardo Seabra,,AP,PTB,436,,,,,,,1999,,0.00,0.00,0.00
74345,Evandro Costa Milhomen,M,AP,PCDOB,230,245,Superior completo,PCDOB,E,1962-04-21,,1999,,1550458.07,18889.91,1529568.16
74346,Jurandil Dos Santos Juarez,M,AP,PMDB,187,26,Superior completo,PMDB,E,1950-03-12,,1999,,605675.29,5187.39,600487.90
74347,Deusdeth Antônio Corrêa Pantoja,,PA,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74348,Valdir Ganzer,,PA,PT,436,,,,,,,1991,,0.00,0.00,0.00
74349,João Batista Oliveira De Araujo,,PA,PT,436,,,,,,,1999,,0.00,0.00,0.00
74350,Jorge Costa,,,,436,,,,,,,1999,,0.00,0.00,0.00
74351,Josué Bengtson,M,PA,PTB,108,245,Ensino fundamental incompleto,PTB,E,1944-05-27,,1999,,921264.72,52581.68,868683.04
74352,Nilson Pinto De Oliveira,M,PA,PSDB,81,397,Superior completo,PSDB,E,1952-03-25,,1999,,839117.47,2033.49,837083.98
74353,Renildo Leal Santos,,PA,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74354,Zenaldo Rodrigues Coutinho Júnior,M,PA,PSDB,199,26,Superior completo,PSDB,V,1961-02-04,,1999,,583279.23,1507.34,581771.89
74355,Francisco Garcia Rodrigues,,AM,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74356,Silas Câmara,M,AM,PSD,399,26,Superior completo,PSC,E,1962-12-15,,1999,2011-10-26,1945956.10,134769.37,1786986.73
74357,Vanessa Grazziotin,F,AM,PCDOB,332,,,,E,1961-06-29,,1999,,660002.46,8196.07,651806.39
74358,Agnaldo Muniz,M,RO,PSC,199,,,,S,1970-08-31,,1999,2010-11-10,68225.03,0.00,68225.03
74359,Nilton Balbino,M,RO,PTB,399,228,Superior completo,PTB,E,1960-02-09,,1999,,1021749.43,5789.41,1015960.02
74360,Sérgio Siqueira De Carvalho,,RO,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74361,Hildebrando Pascoal,,,PFL,436,,,,,,,1999,,0.00,0.00,0.00
74362,Ildefonço Cordeiro,,,,436,,,,,,,1999,,0.00,0.00,0.00
74363,Márcio Miguel Bittar,M,AC,PSDB,367,334,Ensino médio completo,PSDB,E,1963-06-28,,1999,,990846.64,4861.51,985439.15
74364,Marcos Afonso Pontes De Souza,,AC,PT,436,,,,,,,1999,,0.00,0.00,0.00
74365,Nilson Moura Leite Mourão,M,AC,PT,130,,,,E,1952-04-01,,1999,,449249.98,1506.59,447743.39
74366,João Campos De Araújo,M,GO,PSDB,370,26,Superior completo,PSDB,E,1962-12-28,,2003,,1389104.71,29958.57,1359146.14
74367,Leandro Vilela Velloso,M,GO,PMDB,160,245,Superior incompleto,PMDB,E,1975-11-07,,2003,,1291653.26,15785.04,1264553.76
74368,Leonardo Moura Vilela,M,GO,PSDB,196,245,Superior completo,PSDB,L,1963-12-22,,2003,,719281.45,5707.12,713574.33
74369,Neyde Aparecida,,GO,PT,436,,,,,,,2003,,0.00,0.00,0.00
74370,Raquel Figueiredo Alessandri Teixeira,F,GO,PSDB,397,,,,E,1946-11-24,,2003,,567447.11,15396.34,552050.77
74371,Rubens Otoni Gomide,M,GO,PT,176,26,Superior completo,PT,E,1956-02-06,,2003,,1364880.49,7088.59,1357791.90
74372,João Sandes Júnior,M,GO,PP,256,26,Superior completo,PP,E,1959-04-28,,2003,,1393582.68,3956.10,1385028.58
74373,Antonio Carlos Biffi,M,MS,PT,368,26,Superior completo,PT,E,1952-03-09,,2011,,1520203.01,11900.10,1483432.71
74374,Geraldo Resende Pereira,M,MS,PMDB,196,196,Superior completo,PMDB,E,1955-04-20,,2003,,1653485.61,25628.64,1627856.97
74375,Murilo Zauith,,MS,PFL,436,,,,,,,2003,,0.00,0.00,0.00
74376,Vander Luiz Dos Santos Loubet,M,MS,PT,220,26,Superior completo,PT,E,1964-01-22,,2003,,1649483.05,16254.78,1597701.77
74377,André Zacharow,M,PR,PMDB,249,310,Superior completo,PMDB,E,1939-07-07,,2003,,1179485.04,18459.76,1160875.28
74378,Assis Miguel Do Couto,M,PR,PT,189,189,Ensino fundamental completo,PT,E,1961-10-17,,2007,,1513596.43,5154.37,1508442.06
74379,Cezar Augusto Carollo Silvestri,M,PR,PPS,398,26,Superior completo,PPS,L,1954-08-01,,2003,,523998.80,6117.47,517903.74
74380,Colombo,,PR,PT,436,228,Superior completo,PSB,,1954-01-05,,2003,,0.00,0.00,0.00
74381,Dra. Clair,,PR,PT,436,,,,,,,2003,,0.00,0.00,0.00
74382,Eduardo Francisco Sciarra,M,PR,PSD,398,26,Superior completo,DEM,E,1952-10-05,,2003,2011-10-26,1416946.43,7564.52,1409381.91
74383,Fernando Lúcio Giacobo,M,PR,PR,399,26,Ensino médio completo,PR,E,1970-12-17,,2003,,1588990.11,64866.66,1505901.59
74385,Hidekazu Takayama,M,PR,PSC,37,26,Superior completo,PSC,E,1948-04-20,,2003,,1443358.73,10285.72,1427930.20
74386,Adelor Vieira,,SC,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74387,Ivan Ranzolin,,SC,PP,436,45,Superior completo,DEM,,1945-06-03,,2003,,0.00,0.00,0.00
74388,Jorge Catarino Leonardeli Boeira,M,SC,PP,131,398,Superior completo,PT,E,1955-11-05,,2003,2013-05-16,781380.71,4196.70,777184.01
74389,Mauro Passos,,SC,PT,436,,,,,,,2003,,0.00,0.00,0.00
74390,Paulo Afonso,,SC,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74391,Cláudio Antônio Vignatti,M,SC,PT,74,,,,E,1967-02-02,,2003,,571818.37,4732.98,567085.39
74392,Odacir Zonta,M,SC,PP,231,26,Superior completo,PP,S,1945-07-18,,2003,,751202.10,31358.38,719843.72
74393,Érico Ribeiro,,RS,PP,436,,,,,,,2003,,0.00,0.00,0.00
74394,Francisco Turra,,RS,PP,436,,,,,,,2003,,0.00,0.00,0.00
74395,José Otávio Germano,M,RS,PP,199,26,Superior completo,PP,E,1962-04-21,,2003,,1556659.94,15215.64,1541444.30
74396,Kelly Moraes,,RS,PTB,436,,,,,,,2003,,0.00,0.00,0.00
74397,Luciana Krebs Genro,F,RS,PSOL,275,,,,E,1971-01-17,,2003,,472791.45,15094.48,457696.97
74398,Maria Do Rosário Nunes,F,RS,PT,150,289,Superior completo,PT,L,1966-11-22,,2003,,666902.24,8951.85,657950.39
74399,Onyx Dornelles Lorenzoni,M,RS,DEM,224,26,Superior completo,DEM,E,1954-10-03,,2003,,1538785.41,11192.59,1530348.69
74400,Paulo Roberto Severo Pimenta,M,RS,PT,193,26,Superior completo,PT,E,1965-03-19,,2003,,1453615.47,39780.08,1405825.90
74401,José Ivo Sartori,,RS,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74402,Enio Tatico,,GO,PTB,436,,,,,,,2003,,0.00,0.00,0.00
74403,Selma Schons,,PR,PT,436,228,Superior completo,PSB,,1954-01-05,,2003,,0.00,0.00,0.00
74404,Alvaro Gaudencio Neto,,PB,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74405,Armando Abilio Vieira,M,PB,PTB,196,196,Superior completo,PTB,S,1944-12-29,,1995,,879622.52,9067.74,870554.78
74407,Efraim Morais,,PB,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74408,Enivaldo Ribeiro,,PB,PPB,436,,,,,,,1995,,0.00,0.00,0.00
74412,Jose Luiz Clerot,,PB,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74414,Wilson Leite Braga,M,PB,PMDB,199,,,,E,1931-07-18,,1995,,565155.22,7059.01,558096.21
74415,Antonio Geraldo,,PE,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74416,Eduardo Henrique Accioly Campos,,PE,PSB,436,,,,,,,1995,,0.00,0.00,0.00
74417,Fernando Dantas Ferro,M,PE,PT,28,398,Superior completo,PT,E,1951-09-05,,1995,,1442154.92,7666.98,1434487.94
74419,Luiz Gonzaga Patriota,M,PE,PSB,287,199,Superior completo,PSB,E,1946-04-26,,1995,,1707774.36,86052.52,1620979.23
74421,Inocêncio Gomes De Oliveira,M,PE,PR,196,26,Superior completo,PR,E,1938-10-21,,1991,,930828.84,8442.56,922206.88
74422,João Colaço,,PE,PSB,436,,,,,,,1995,,0.00,0.00,0.00
74423,José Severiano Chaves,M,PE,PTB,68,26,Superior completo,PTB,E,1942-06-08,,1995,,1478034.52,7298.32,1459766.20
74425,José Mendonça Bezerra,M,PE,DEM,276,,,,E,1936-01-18,,1991,2007-04-23,628271.72,4849.30,623422.42
74426,José Múcio Monteiro Filho,M,PE,PTB,201,,,,V,1948-09-25,,1991,,0.00,0.00,0.00
74427,Luiz Piauhylino De Mello Monteiro,,PE,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74428,José Mendonça Bezerra Filho,M,PE,DEM,40,44,Superior completo,DEM,E,1966-07-12,,1995,,950764.16,2502.46,948261.70
74430,Osvaldo Coelho,,PE,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74431,Pedro Correa,,PE,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74433,Roberto Magalhães Melo,M,PE,DEM,199,,,,E,1933-07-17,,1991,2007-04-23,372850.46,3428.34,369422.12
74434,Salatiel Sousa Carvalho,,PE,PPB,436,,,,,,,1991,,0.00,0.00,0.00
74435,Severino Sérgio Estelita Guerra,M,PE,PSDB,331,101,Superior completo,PSDB,E,1947-11-09,,1991,,741373.09,374.09,740999.00
74436,Severino Cavalcanti,,PE,PPB,436,,,,,,,1995,,0.00,0.00,0.00
74439,Wolney Queiroz Maciel,M,PE,PDT,399,26,Superior incompleto,PDT,E,1972-12-12,,1995,,1468673.39,8830.11,1459564.88
74440,Alberico Cordeiro,,AL,PTB,436,,,,,,,1991,,0.00,0.00,0.00
74441,Augusto Cesar Cavalcante Farias,M,AL,PTB,0,,,,E,1956-12-29,,1991,,614638.72,11380.17,603258.55
74442,Sérgio Sebastião De Barros,,AC,PDT,436,,,,,,,1999,,0.00,0.00,0.00
74443,Igor Pugliesi Avelino,,TO,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74444,Amarildo Martins Da Silva,,TO,PPB,436,,,,,,,1999,,0.00,0.00,0.00
74445,João Castelo,,MA,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74446,Jose Antonio Almeida,,MA,PSB,436,,,,,,,1999,,0.00,0.00,0.00
74447,Nice Lobão,F,MA,PSD,410,26,Ensino médio completo,DEM,E,1936-10-29,,1999,2011-10-26,159546.88,7.49,159539.39
74448,Paulo Celso Fonseca Marinho,,MA,PSC,436,,,,,,,1999,,0.00,0.00,0.00
74449,Pedro Fernandes Ribeiro,M,MA,PTB,241,26,Superior completo,PTB,L,1949-03-02,,1999,,638647.84,4040.32,634607.52
74450,Adolfo Marinho,,,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
74451,Francisco Almeida Lima,,CE,PMDB,436,,,,,,,1999,,0.00,0.00,0.00
74452,Antonio Cambraia,,CE,PSDB,436,,,,,,,1999,,0.00,0.00,0.00
