id_deputado,nome_completo,sexo,uf,partido_atual,profissao,eleicao_ocupacao,eleicao_grau_instrucao,eleicao_partido,situacao,data_nascimento,data_falecimento,ano_inicio,data_saida,soma_documento,soma_glosa,soma_liquido,,receita_total_eleicoes,tipo_receita,nome_parlamentar,total_bens,tipo_bem,total_despesas_eleicoes,id_municipio,votos,anos,mandatos,causa_fimdescr
74103,Francisco Ariosto Holanda,M,CE,PROS,86,26,Superior completo,PSB,E,1938-10-11,,1991,2013-10-03,1457696.2599999986,6403.519999999996,1450505.8599999978,381,514851.25,RECURSOS PRÓPRIOS,Ariosto Holanda,2484812.17,11,514841.22,2300101,61,,1,
74106,Edson Silva,M,CE,PROS,217,281,Ensino médio completo,PSB,L,1949-05-09,,1991,2013-10-07,655528.7999999992,11360.130000000001,644168.6699999991,382,48221.25,RECURSOS PRÓPRIOS,Edson Silva,1128316,11,48221.25,2300101,18,2.26694045174538,2,Licença Conjunta Consecutiva
74108,Nárcio Rodrigues Da Silveira,M,MG,PSDB,271,26,Ensino médio completo,PSDB,E,1959-04-23,,1995,,515171.0700000016,7305.499999999999,507865.57000000204,383,2878337.64,RECURSOS DE PESSOAS FÍSICAS,Narcio Rodrigues,3527572.18,11,2878273.06,3100104,257,,2,Secretário de Estado
74109,Oscar Andrade,,RO,PL,436,,,,,,,1995,,0,0,0,384,,,Oscar Andrade,,,,,,,,
74111,Pedro Henry Neto,M,MT,PP,196,26,Superior completo,PP,E,1957-04-19,,1995,,699606.5099999986,6375.24,693512.2199999981,385,2041450.2,RECURSOS DE PESSOAS FÍSICAS,Pedro Henry,2609163.17,2,2041450.2,510452,5,,2,Secretário de Estado
74112,Murilo Domingos,,MT,PTB,436,,,,,,,1995,,0,0,0,386,,,Murilo Domingos,,,,,,,,
74114,Mario Martins,,,PMDB,436,,,,,,,1991,,0,0,0,387,,,Mario Martins,,,,,,,,
74118,Wilson Leite Passos,,RJ,PPB,436,281,Superior completo,DEM,,1926-12-09,,1995,,0,0,0,388,110656.66,RECURSOS PRÓPRIOS,Wilson Leite Passos,,,110656.66,3300100,6,,,
74119,Emanuel Fernandes,M,SP,PSDB,299,26,Superior completo,PSDB,E,1956-03-06,,1995,,463717.0200000001,1723.59,458784.62999999983,389,618394.32,DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO,Emanuel Fernandes,898634,11,568060.67,3500105,1,,2,Secretário de Estado
74120,João Lúcio Magalhães Bifano,M,MG,PMDB,337,26,Superior incompleto,PMDB,E,1960-02-06,,1995,,1353214.8699999994,16279.380000000008,1334455.8899999985,390,1527255,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,João Magalhães,713407.18,12,1527197.2,3100104,7,,1,
74122,Oswaldo Soler,,,PSDB,436,,,,,,,1995,,0,0,0,391,,,Oswaldo Soler,,,,,,,,
74124,Marçal Gonçalves Leite Filho,M,MS,PMDB,0,26,Superior completo,PMDB,E,1964-10-14,,1995,,1371324.0099999958,4183.300000000001,1365112.4699999962,392,896276.09,RECURSOS PRÓPRIOS,Marçal Filho,3421248.03,11,896276.09,500390,1,,1,
74125,Jose Lourenço,,BA,PPR,436,,,,,,,1991,,0,0,0,393,,,Jose Lourenço,,,,,,,,
74127,Djalma De Almeida Cesar,,,,436,,,,,,,1995,,0,0,0,394,,,Djalma De Almeida Cesar,,,,,,,,
74129,Moises Bennesby,,RO,PSDB,436,,,,,,,1995,,0,0,0,395,,,Moises Bennesby,,,,,,,,
74132,Wagner Do Nascimento,,MG,PPB,436,,,,,,,1991,,0,0,0,396,,,Wagner Do Nascimento,,,,,,,,
74133,Luiz Alberto Silva Dos Santos,M,BA,PT,65,26,Ensino médio completo,PT,E,1953-01-03,,1995,,1608035.9200000048,8888.230000000007,1581610.9600000046,397,825444.71,DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO,Luiz Alberto,901621.1,11,825205.99,290170,2,,1,
74134,Lamartine Posella,,SP,PMDB,436,,,,,,,1995,,0,0,0,398,,,Lamartine Posella,,,,,,,,
74136,Antonio Valdeci Oliveira De Oliveira,,RS,PT,436,,,,,,,1995,,0,0,0,399,,,Antonio Valdeci Oliveira De Oliveira,,,,,,,,
74137,Luiz Eduardo Greenhalgh,,SP,PT,436,,,,,,,1995,,0,0,0,400,,,Luiz Eduardo Greenhalgh,,,,,,,,
74138,Etevalda Grassi De Menezes,,ES,PTB,436,,,,,,,1991,,0,0,0,401,,,Etevalda Grassi De Menezes,,,,,,,,
74139,Guilherme Menezes De Andrade,M,BA,PT,196,,,,V,1943-12-12,,2003,,0,0,0,402,,,Guilherme Menezes,,,,,,1.91649555099247,1,Renúncia
74140,José Carlos Leão De Araújo,M,BA,PSD,301,26,Superior incompleto,PDT,E,1944-12-21,,2003,2011-10-26,1573302.660000007,22171.079999999984,1542106.480000006,403,888659.1,RECURSOS DE PESSOAS JURÍDICAS,José Carlos Araújo,1696277.98,13,888428.71,290330,1,,1,
74141,Josias Gomes Da Silva,M,BA,PT,163,163,Superior completo,PT,E,1956-10-14,,2003,,1019386.7800000015,55359.429999999986,922065.9500000008,404,517419.71,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Josias Gomes,466061.69,59,517201.28,290170,10,,1,
74142,Luiz Antônio Vasconcellos Carreira,M,BA,DEM,44,26,Superior completo,DEM,E,1947-10-27,,2003,2007-04-23,520568.23000000004,1195.13,519373.10000000003,405,1152496.71,RECURSOS DE PESSOAS JURÍDICAS,Luiz Carreira,2102935.5,11,1152375.02,290330,1,3.66050650239562,2,Licença Conjunta Consecutiva
74143,Marcelo De Oliveira Guimarães Filho,M,BA,PMDB,199,26,Superior completo,PMDB,S,1976-03-01,,2003,,799386.5999999973,31507.57,767879.0299999983,406,177034.78,RECURSOS DE PESSOAS JURÍDICAS,Marcelo Guimarães Filho,1650831.96,11,177025.63,290330,11,0.331279945242984,1,Afastamento
74144,Zelinda Novaes,,BA,PFL,436,,,,,,,2003,,0,0,0,407,,,Zelinda Novaes,,,,,,,,
74145,José Eduardo Vieira Ribeiro,M,BA,PT,117,117,Superior completo,PT,E,1949-11-21,,2003,,1094840.3899999987,6706.239999999999,1076134.1499999992,408,636166.16,RECURSOS DE PESSOAS FÍSICAS,Zezéu Ribeiro,731094.52,11,636166.16,290170,11,,2,Secretário de Estado
74146,Anderson Adauto,,MG,PL,436,,,,,,,2003,,0,0,0,409,,,Anderson Adauto,,,,,,,,
74147,Athos Avelino,,MG,PPS,436,,,,,,,2003,,334.42,0.0,334.42,410,,,Athos Avelino,,,,,,,,
74148,Carlos Willian De Souza,M,MG,PTC,199,26,Superior completo,PTC,E,1956-08-01,,2003,,544037.0000000006,10083.700000000006,533953.3000000009,411,729125,RECURSOS PRÓPRIOS,Carlos Willian,3696855,11,729107.02,3100203,15,3.99726214921287,1,Término da Legislatura
74149,César Medeiros,,MG,PT,436,,,,,,,2003,,0,0,0,412,,,César Medeiros,,,,,,,,
74150,Dr. Francisco Gonçalves,,MG,PTB,436,,,,,,,2003,,0,0,0,413,,,Dr. Francisco Gonçalves,,,,,,,,
74151,Geraldo Thadeu Pedreira Dos Santos,M,MG,PSD,251,196,Superior completo,PPS,E,1945-10-26,,2003,2011-10-26,1507284.7400000095,12638.929999999997,1481115.290000006,414,891108.36,RECURSOS DE PESSOAS FÍSICAS,Geraldo Thadeu,2416250.99,11,890941.91,3100104,1,,1,
74152,Isaias Silvestre,M,MG,PSB,0,228,Ensino médio completo,PSB,E,1948-03-18,,2003,,256414.52999999997,4089.080000000001,241734.48999999993,415,142123.12,RECURSOS DE PESSOAS JURÍDICAS,Isaias Silvestre,590683,12,141662.11,3100203,4,,1,
74153,Ivo José,,MG,PT,436,228,Ensino médio completo,PSB,,1974-04-17,,2003,,0,0,0,416,,,Ivo José,,,,,,,,
74154,João Paulo Gomes Da Silva,,MG,PL,436,,,,,,,2003,,0,0,0,417,,,João Paulo Gomes Da Silva,,,,,,,,
74155,Leonardo Mattos,,MG,PV,436,,,,,,,2003,,0,0,0,418,,,Leonardo Mattos,,,,,,,,
74156,José Leonardo Costa Monteiro,M,MG,PT,199,26,Superior completo,PT,E,1951-10-09,,2003,,1382075.3599999915,14448.510000000007,1367626.8499999922,419,1384115.58,RECURSOS DE PESSOAS FÍSICAS,Leonardo Monteiro,441250.24,12,1384115.58,3100203,1,,1,
74157,Marcello Siqueira,,MG,PMDB,436,,,,,,,2003,,0,0,0,420,,,Marcello Siqueira,,,,,,,,
74158,Mário Lúcio Heringer,M,MG,PDT,196,26,Superior completo,PDT,E,1954-09-30,,2003,,699178.1699999971,5546.609999999998,693631.5599999974,421,1006165.87,RECURSOS DE PESSOAS FÍSICAS,Mário Heringer,6822565.47,11,1020974.72,3100104,11,,2,Afastamento
74159,Odair José Da Cunha,M,MG,PT,199,26,Superior completo,PT,E,1976-06-18,,2003,,1389213.4099999976,30768.600000000017,1355394.0399999975,422,2580205.87,RECURSOS DE PESSOAS JURÍDICAS,Odair Cunha,638892,21,2580072.75,3100104,2,,1,
74160,Patrus Ananias,,MG,PT,436,,,,,,,2003,,0,0,0,423,,,Patrus Ananias,,,,,,,,
74161,Reginaldo Lázaro De Oliveira Lopes,M,MG,PT,45,26,Superior completo,PT,E,1973-04-02,,2003,,1218342.9500000014,18741.500000000004,1197041.230000002,424,2028939.79,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Reginaldo Lopes,761276.75,12,2017491.48,3100104,1,,1,
74162,Iriny Nicolau Corres Lopes,F,ES,PT,245,26,Ensino médio completo,PT,E,1956-02-12,,2003,,1022168.1900000022,30210.710000000017,991957.4800000021,425,1832354.52,RECURSOS PRÓPRIOS,Iriny Lopes,526161.19,13,1830719.15,3200102,128,,2,Ministro de Estado
74163,Carlos Humberto Mannato,M,ES,SDD,196,26,Superior completo,PDT,E,1957-08-07,,2003,2013-10-02,1478659.4700000025,26688.120000000057,1442480.660000002,426,523825.38,RECURSOS DE PESSOAS FÍSICAS,Manato,2843678.49,11,523738.12,3200102,358,,1,
74164,Marcelino Fraga,,ES,PMDB,436,,,,,,,2003,,0,0,0,427,,,Marcelino Fraga,,,,,,,,
74165,Neucimar Ferreira Fraga,M,ES,PR,16,,,,V,1966-06-26,,2003,,0,0,0,428,,,Neucimar Fraga,,,,,,1.91375770020534,1,Renúncia
74166,Renato Casagrande,,ES,PSB,436,,,,,,,2003,,0,0,0,429,,,Renato Casagrande,,,,,,,,
74167,Almir Moura,,RJ,PL,436,,,,,,,2003,,0,0,0,430,,,Almir Moura,,,,,,,,
74168,André Luiz,,RJ,PMDB,436,245,Ensino médio completo,DEM,,1956-11-06,,2003,,0,0,0,431,,,André Luiz,,,,,,,,
74169,Bernardo Ramos Ariston,M,RJ,PMDB,233,26,Superior completo,PMDB,E,1969-09-25,,2003,,681629.4200000031,2904.080000000001,678725.3400000025,432,1390000,RECURSOS DE PESSOAS JURÍDICAS,Bernardo Ariston,1997141.27,11,1390000,3300100,1,3.99726214921287,1,Término da Legislatura
74170,João Mendes De Jesus,,RJ,PDT,436,,,,,,,2003,,0,0,0,433,,,João Mendes De Jesus,,,,,,,,
74171,Francisco Rodrigues De Alencar Filho,M,RJ,PSOL,397,26,Superior completo,PSOL,E,1949-10-19,,2003,,904889.4399999978,1486.569999999999,903402.8699999969,434,180986.29,RECURSOS DE PESSOAS FÍSICAS,Chico Alencar,667081,12,180877.08,3300100,216,,1,
74172,Wanderley Alves De Oliveira,M,RJ,PTB,235,26,Superior completo,PSC,E,1959-08-28,,2003,2013-10-07,1069666.4199999962,12056.86999999999,1057609.5499999963,435,2322110.97,RECURSOS DE PESSOAS JURÍDICAS,Deley,1623011.37,11,2321835.74,3300100,216,,4,Afastamento
74173,Eduardo Cosentino Da Cunha,M,RJ,PMDB,45,26,Superior completo,PMDB,E,1958-09-29,,2003,,1436147.8599999957,33541.41000000002,1402299.299999994,436,4767775.79,RECURSOS DE PESSOAS JURÍDICAS,Eduardo Cunha,2069730,15,4767775.79,3300100,199,,1,
74174,Elaine Costa,,RJ,PTB,436,245,Ensino médio completo,DEM,,1956-11-06,,2003,,0,0,0,437,,,Elaine Costa,,,,,,,,
74175,José Divino,,RJ,PMDB,436,,,,,,,2003,,0,0,0,438,,,José Divino,,,,,,,,
74176,Josias Quintal,,RJ,PSB,436,,,,,,,2003,,0,0,0,439,,,Josias Quintal,,,,,,,,
74177,Marinha Célia Rocha Raupp De Matos,F,RO,PMDB,261,207,Superior completo,PMDB,E,1960-11-23,,1995,,1487230.490000002,2328.13,1404040.360000003,440,874125.04,RECURSOS PRÓPRIOS,Marinha Raupp,2870108.88,11,873858.43,1100015,3905,,1,
74181,Chicão Brígido,,AC,PMDB,436,,,,,,,1995,,0,0,0,441,,,Chicão Brígido,,,,,,,,
74184,Ronivon Santiago,,AC,PFL,436,,,,,,,1991,,0,0,0,442,,,Ronivon Santiago,,,,,,,,
74185,Zila Bezerra,,,,436,,,,,,,1995,,0,0,0,443,,,Zila Bezerra,,,,,,,,
74186,Antonio Jorge Godinho,,TO,PFL,436,189,Superior completo,PTB,,1951-09-09,,1995,,0,0,0,444,78231.06,RECURSOS PRÓPRIOS,Antonio Jorge Godinho,1948602.94,19,78231.06,1700251,2,,,
74187,Darci Coelho,,TO,PFL,436,199,Superior completo,PT,,1940-01-17,,1991,,0,0,0,445,262452.75,RECURSOS PRÓPRIOS,Darci Coelho,502286.15,12,262452.75,1700251,64,,,
74188,Dolores Nunes,,,PP,436,,,,,,,1995,,0,0,0,446,,,Dolores Nunes,,,,,,,,
74189,José Dos Santos Freire Júnior,M,TO,PSDB,0,,,,S,1955-08-13,,1991,,102886.8,2457.0699999999997,100429.73000000001,447,,,Freire Júnior,,,,,,0.670773442847365,2,Afastamento
74190,João Ribeiro,,TO,PFL,436,,,,,,,1995,,0,0,0,448,,,João Ribeiro,,,,,,,,
74191,Osvaldo De Souza Reis,M,TO,PMDB,399,26,Ensino médio completo,PMDB,E,1936-12-30,,1991,,896771.7399999993,4238.609999999999,888431.4499999995,449,788290.45,RECURSOS DE PESSOAS JURÍDICAS,Osvaldo Reis,26522548.03,11,788290.45,1700301,3,,1,
74192,Paulo Sardinha Mourão,,TO,PSDB,436,,,,,,,1991,,0,0,0,450,,,Paulo Sardinha Mourão,,,,,,,,
74193,Udson Bandeira,,,,436,,,,,,,1995,,0,0,0,451,,,Udson Bandeira,,,,,,,,
74194,Antonio Joaquim,,MA,PP,436,,,,,,,1995,,0,0,0,452,,,Antonio Joaquim,,,,,,,,
74195,Carlos César Branco Bandeira,,MA,PFL,436,,,,,,,1991,,0,0,0,453,,,Carlos César Branco Bandeira,,,,,,,,
74196,Davi Alves Silva,,,PFL,436,,,,,,,1995,,0,0,0,454,,,Davi Alves Silva,,,,,,,,
74197,Domingos Francisco Dutra Filho,M,MA,SDD,199,26,Superior completo,PT,E,1956-03-20,,1995,2013-10-08,1394118.9000000027,3225.660000000002,1390893.2400000026,455,129645.69,RECURSOS DE PESSOAS FÍSICAS,Domingos Dutra,366145,12,129135.69,2100055,117,,1,
74198,Eliseu Moura,,MA,PPB,436,,,,,,,1995,,0,0,0,456,,,Eliseu Moura,,,,,,,,
74199,Francisco Coelho,,MA,PFL,436,,,,,,,1991,,0,0,0,457,,,Francisco Coelho,,,,,,,,
74200,Gastão Dias Vieira,M,MA,PMDB,199,26,Superior completo,PMDB,L,1946-06-15,,1995,,522522.22999999946,3426.9399999999982,519095.28999999946,458,953000,RECURSOS PRÓPRIOS,Gastão Vieira,792347.19,12,853000,2100055,291,0.621492128678987,1,Ministro de Estado
74207,Pedro Novais Lima,M,MA,PMDB,199,26,Superior completo,PMDB,E,1930-07-07,,1991,,1246887.4300000009,8142.81,1238744.62,459,340641,RECURSOS PRÓPRIOS,Pedro Novais,7125486.59,13,340641,2100055,118,,2,Ministro de Estado
74208,Remi Trinta,,MA,PST,436,,,,,,,1995,,0,0,0,460,,,Remi Trinta,,,,,,,,
74209,Roberto Coelho Rocha,M,MA,PSDB,40,,,,E,1965-08-04,,1995,,651564.8999999993,22642.190000000002,628922.7099999994,461,,,Roberto Rocha,,,,,,3.99726214921287,1,Término da Legislatura
74210,José Sarney Filho,M,MA,PV,199,26,Superior completo,PV,E,1957-06-14,,1991,,1582702.3599999975,22270.150000000038,1551032.2099999979,462,1144741,RECURSOS DE PESSOAS JURÍDICAS,Sarney Filho,5488589.92,11,1144741,2100055,452,,1,
74211,Sebastiao Torres Madeira,M,MA,PSDB,196,,,,V,1949-12-29,,1995,,0.61,0.0,0.61,463,,,Sebastião Madeira,,,,,,1.91649555099247,1,Renúncia
74212,Aníbal Ferreira Gomes,M,CE,PMDB,41,26,Superior completo,PMDB,E,1953-06-07,,1995,,1595858.0900000047,9524.51,1574153.5800000047,464,970000,RECURSOS DE PESSOAS JURÍDICAS,Aníbal Gomes,8364599.36,11,969957.27,2300101,5,,1,
74213,Antonio Balhmann Cardoso Nunes Filho,M,CE,PROS,363,398,Superior completo,PSB,E,1949-08-22,,1995,2013-10-03,989050.1100000018,5201.180000000001,977948.9300000021,465,1307281.25,RECURSOS DE PESSOAS JURÍDICAS,Antonio Balhmann,1054430.53,11,1307271.26,2300101,384,,1,
74215,Dercio Knop,,,,436,,,,,,,,,0,0,0,466,,,Dercio Knop,,,,,,,,
74216,Raimundo Gomes De Matos,M,CE,PSDB,196,196,Superior completo,PSDB,E,1951-03-30,,1995,,1763061.599999999,20638.27000000003,1739533.3099999963,467,616670,RECURSOS DE PESSOAS JURÍDICAS,Raimundo Gomes De Matos,1075819.57,11,616666.35,2300101,71,,1,
74217,Arlindo Vargas,,,PTB,436,,,,,,,1995,,0,0,0,468,,,Arlindo Vargas,,,,,,,,
74218,Walter De Freitas Pinheiro,M,BA,PT,355,,,,E,1959-05-25,,1995,,170000.48999999964,670.53,169329.95999999964,469,,,Walter Pinheiro,,,,,,2.95140314852841,2,Secretário de Estado
74221,Ronaldo Santos,,RJ,PSDB,436,,,,,,,1995,,0,0,0,470,,,Ronaldo Santos,,,,,,,,
74222,Asdrúbal Mendes Bentes,M,PA,PMDB,250,26,Superior completo,PMDB,E,1939-07-27,,1995,,1108212.230000001,3490.73,1104721.5000000005,471,436410,RECURSOS DE PESSOAS FÍSICAS,Asdrubal Bentes,740582.4,12,436410,1500107,12,,2,Secretário de Estado
74225,José Guimarães Neiva Moreira,,MA,PDT,436,,,,,,,1991,,0,0,0,472,,,José Guimarães Neiva Moreira,,,,,,,,
74226,Geraldo Pastana,,,PT,436,,,,,,,1995,,0,0,0,473,,,Geraldo Pastana,,,,,,,,
74230,Colbert Martins Da Silva Filho,M,BA,PMDB,196,26,Superior completo,PMDB,E,1952-10-02,,1995,,619841.109999998,1030.29,618810.819999998,474,544501.4,RECURSOS PRÓPRIOS,Colbert Martins,,,544501.4,290170,2,,1,
74233,Vanio Dos Santos,,,,436,222,Superior completo,PT,,1961-04-27,,1995,,0,0,0,475,689454.21,RECURSOS DE PESSOAS FÍSICAS,Vanio Dos Santos,2237559,11,689454.21,4200051,3,,,
74235,Marcus Antonio Vicente,,ES,PSDB,436,199,Superior completo,PP,,1954-04-28,,1995,,0,0,0,476,1648239.38,RECURSOS DE PESSOAS JURÍDICAS,Marcus Antonio Vicente,1301590.32,11,1648239.38,3200102,327,,,
74237,Raimundo Colombo,,SC,PFL,436,,,,,,,1995,,0,0,0,477,,,Raimundo Colombo,,,,,,,,
74238,Moacir Micheletto,M,PR,PMDB,30,26,Superior completo,PMDB,V,1942-11-25,2012-01-30,1991,,907424.6200000013,6342.759999999996,901081.8600000013,478,1796473.84,RECURSOS DE PESSOAS FÍSICAS,Moacir Micheletto,2946589.84,11,1796473.84,4100103,3,0.993839835728953,1,Falecimento
74240,João Tota,,AC,PPB,436,,,,,,,1991,,0,0,0,479,,,João Tota,,,,,,,,
74243,Nelson Harter,,RS,PMDB,436,199,Superior completo,PPS,,1955-06-05,,1995,,0,0,0,480,,,Nelson Harter,,,,,,,,
74245,Marcos Vinicius De Campos,,SP,PFL,436,,,,,,,1995,,0,0,0,481,,,Marcos Vinicius De Campos,,,,,,,,
74248,Ana Catarina Lyra Alves,,RN,PMDB,436,,,,,,,1995,,0,0,0,482,,,Ana Catarina Lyra Alves,,,,,,,,
74252,Juíza Denise Frossard,,RJ,PSDB,436,,,,,,,2003,,0,0,0,483,,,Juíza Denise Frossard,,,,,,,,
74253,Julio Luiz Baptista Lopes,M,RJ,PP,295,44,Superior completo,PP,L,1959-04-06,,2003,,813.37,0.0,813.37,484,3732643,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Julio Lopes,2671097.4,19,3730395.71,3300100,128,0.0766598220396988,1,Secretário de Estado
74254,Leonardo Carneiro Monteiro Picciani,M,RJ,PMDB,404,26,Superior completo,PMDB,E,1979-11-06,,2003,,628586.5899999982,1881.8400000000001,626704.7499999981,485,1918958.15,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Leonardo Picciani,2247651.2,11,1911679.48,3300100,53,,2,Secretário de Estado
74255,Maria Lucia,,RJ,PMDB,436,258,Superior completo,PSB,,1961-11-20,,2003,,0,0,0,486,,,Maria Lucia,,,,,,,,
74256,Reinaldo Betão,,RJ,PL,436,,,,,,,2003,,0,0,0,487,,,Reinaldo Betão,,,,,,,,
74257,Renato Cozzolino Sobrinho,M,RJ,PDT,368,90,Superior completo,PR,E,1956-01-28,,2003,,21840.380000000005,0.0,21840.380000000005,488,,,Renato Cozzolino,2367005.69,12,,,,0.0657084188911704,1,Término da Legislatura
74258,Sandro Matos Pereira,M,RJ,PR,399,,,,V,1970-04-22,,2003,,0,0,0,489,,,Sandro Matos,,,,,,1.58247775496235,2,Licença Conjunta Consecutiva
74259,Vieira Reis,,RJ,PMR,436,,,,,,,2003,,0,0,0,490,,,Vieira Reis,,,,,,,,
74260,Amauri Robledo Gasques,,SP,PRONA,436,,,,,,,2003,,0,0,0,491,,,Amauri Robledo Gasques,,,,,,,,
74261,Bispo João Batista,,SP,PFL,436,,,,,,,2003,,0,0,0,492,,,Bispo João Batista,,,,,,,,
74262,Carlos Henrique Focesi Sampaio,M,SP,PSDB,243,26,Superior completo,PSDB,E,1963-03-31,,2003,,928004.1199999984,14308.24999999999,913313.9899999978,493,1415388.92,RECURSOS PRÓPRIOS,Carlos Sampaio,1277601.03,3,1414827.06,3500105,4,,1,
74263,Cláudio Magrão De Camargo Cre,M,SP,PPS,1,,,,S,1951-07-06,,2003,,0,0,0,494,,,Cláudio Magrão,,,,,,2.06981519507187,1,Afastamento
74264,Devanir Ribeiro,M,SP,PT,328,366,Ensino fundamental completo,PT,E,1944-02-02,,2003,,1376118.7700000012,25347.690000000028,1350132.0800000003,495,1949175.26,RECURSOS DE PESSOAS FÍSICAS,Devanir Ribeiro,2159253.95,11,1949175.26,3500105,408,,1,
74265,Dimas Eduardo Ramalho,M,SP,PPS,392,26,Superior completo,PPS,V,1954-08-13,,2003,,624583.8000000004,2956.8100000000004,621626.990000001,496,1157173.58,RECURSOS DE PESSOAS JURÍDICAS,Dimas Ramalho,2015018.84,1,1156587.78,3500105,9,1.53045859000684,1,Renúncia
74266,Durval Orlato,,SP,PT,436,397,Superior completo,PT,,1964-04-21,,2003,,0,0,0,497,183508.09,RECURSOS DE PESSOAS FÍSICAS,Durval Orlato,1168458,12,183501.52,3500204,1,,,
74267,Edna Macedo,,SP,PTB,436,145,Ensino médio completo,PT,,1952-06-11,,2003,,0,0,0,498,,,Edna Macedo,,,,,,,,
74268,Elimar Máximo Damasceno,,SP,PRONA,436,,,,,,,2003,,0,0,0,499,,,Elimar Máximo Damasceno,,,,,,,,
74269,Enéas Ferreira Carneiro,M,SP,PR,196,,,,V,1938-11-05,2007-05-06,2003,,0,0,0,500,,,Enéas,,,,,,0.257357973990418,1,Falecimento
74270,Gilberto Nascimento,,SP,PMDB,436,178,Ensino fundamental completo,PDT,,1968-01-27,,2003,,0,0,0,501,,,Gilberto Nascimento,,,,,,,,
74271,Ildeu Araujo,,SP,S.PART.,436,,,,,,,2003,,0,0,0,502,,,Ildeu Araujo,,,,,,,,
74272,Jamil Murad,,SP,PCDOB,436,228,Superior completo,PSB,,1960-11-16,,2003,,0,0,0,503,,,Jamil Murad,,,,,,,,
74273,Jefferson Alves De Campos,M,SP,PSD,141,26,Superior completo,PSB,E,1964-10-26,,2003,2011-11-01,1553486.9900000042,26670.620000000028,1469165.7500000037,504,516924.26,RECURSOS DE PESSOAS FÍSICAS,Jefferson Campos,959616.5,12,516363.51,3500105,76,,1,
74274,José Eduardo Martins Cardozo,M,SP,PT,199,,,,L,1959-04-18,,2003,,462225.5099999999,8086.279999999997,454139.23000000004,505,,,José Eduardo Cardozo,,,,,,3.91512662559891,1,Ministro de Estado
74275,José Mentor Guilherme De Mello Netto,M,SP,PT,199,199,Superior completo,PT,E,1948-09-30,,2003,,1230766.4700000016,10619.080000000007,1196697.8700000003,506,2531677.61,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,José Mentor,3801548.89,1,2787719.39,3500105,203,,1,
74276,Jovino Cândido,,SP,PV,436,245,Superior completo,PT,,1978-04-26,,2003,,0,0,0,507,,,Jovino Cândido,,,,3500303,1,,,
74277,Antonio Adolpho Lobbe Neto,M,SP,PSDB,169,26,Superior completo,PSDB,E,1957-06-18,,2003,,574081.85,2524.8899999999976,571556.96,508,344213.18,RECURSOS PRÓPRIOS,Lobbe Neto,1412776.35,11,344213.18,3500105,63,3.99726214921287,1,Término da Legislatura
74278,Francisco Marcelo Ortiz Filho,M,SP,PV,199,199,Superior completo,PV,E,1934-12-26,,2003,,549838.06,13543.260000000002,536294.7999999998,509,436830.81,RECURSOS PRÓPRIOS,Marcelo Ortiz,6070139.57,11,436830.81,3500105,1,3.99726214921287,1,Término da Legislatura
74279,Marcos Abraão,,SP,PFL,436,228,Superior completo,PSB,,1960-11-16,,2003,,0,0,0,510,,,Marcos Abraão,,,,,,,,
74280,Professor Irapuan Teixeira,,SP,PRONA,436,,,,,,,2003,,0,0,0,511,,,Professor Irapuan Teixeira,,,,,,,,
74281,Roberto Gouveia,,SP,PT,436,160,Ensino médio completo,PMDB,,1952-03-01,,2003,,0,0,0,512,,,Roberto Gouveia,,,,,,,,
74282,Vanderlei Assis,,SP,PRONA,436,,,,,,,2003,,0,0,0,513,,,Vanderlei Assis,,,,,,,,
74283,Vicente Paulo Da Silva,M,SP,PT,346,26,Superior completo,PT,E,1956-04-08,,2003,,1212927.4999999993,28431.060000000023,1182188.5399999993,514,1148078.81,RECURSOS DE PESSOAS JURÍDICAS,Vicentinho,798606,11,1148068.37,3500105,2,,1,
74284,Walter Meyer Feldman,M,SP,PSB,196,26,Superior completo,PSDB,E,1954-01-29,,2003,2013-10-08,529645.3200000002,6386.069999999999,515259.25000000064,515,3993150.78,RECURSOS DE PESSOAS JURÍDICAS,Walter Feldman,754721.6,21,3986532.59,3500105,4,,4,Secretário de Prefeitura de Capital
74285,Carlos Augusto Abicalil,M,MT,PT,419,,,,E,1962-01-23,,2003,,459717.1300000011,2901.3599999999997,456815.77000000107,516,,,Carlos Abicalil,,,,,,3.99726214921287,1,Término da Legislatura
74286,Thelma Pimentel Figueiredo De Oliveira,F,MT,PSDB,54,,,,E,1957-10-30,,2003,,516949.1900000007,1389.0800000000002,515560.11000000057,517,,,Thelma De Oliveira,,,,,,3.3347022587269,3,Licença Conjunta Consecutiva
74287,José Roberto Arruda,,DF,PFL,436,,,,,1964-10-08,,2003,,0,0,0,518,,,José Roberto Arruda,,,,530010,141,,,
74288,Maninha,,DF,PT,436,228,Ensino médio completo,PTB,,1954-12-30,,2003,,0,0,0,519,,,Maninha,,,,,,,,
